,title,genres,synopsis
4269,The Hakkenden: Shin Shou,"['Action', 'Adventure', 'Historical', 'Demons', 'Martial Arts', 'Samurai', 'Shounen']",Second part of The Hakkenden.
4270,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,['Music'],No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
4271,The iDOLM@STER Cinderella Girls: Spin-off!,['Music'],"The Idolm@ster Cinderella Girls 8th anniversary special promotional film.

(Source: AniDB)"
4272,The iDOLM@STER Cinderella Girls,"['Comedy', 'Drama', 'Music']","Uzuki Shimamura is an aspiring student who dreams of being an idol. After failing her first audition, a producer from 346 Productions tells Uzuki that she has been chosen for the ""Cinderella Project,"" a new idol group. The project, however, still lacks two other members, so the producer needs to scout suitable candidates.

The producer's eyes fall upon Rin Shibuya, who is in the midst of an incident with an upset crowd. As the imposing producer defends her, the two of them are taken in for interrogation by the police, and released after some explanation. Taking this opportunity, he scouts Rin for the Cinderella Project, only to be rejected. Will the producer be able to find two more members for his idol group?"
4273,The iDOLM@STER Million Live! 4th Anniversary PV,"['Comedy', 'Music', 'Slice of Life']",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
4274,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",['Music'],Animation PV of The iDOLM@STER Million Live! included with the limited edition of release of the single THE IDOLM@STER LIVE THE@TER DREAMERS 01 Dreaming!
4275,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,"['Music', 'Comedy', 'Drama']","The idols of 765 Production continue on their neverending journey—towards a new stage, towards a bright and shiny future!

The girls and their producer have gone through thick and thin, and have stood face to face with all kinds of difficulties.

It's time again for the girls to foster their friendship, and through great discipline, they step forward to their starry future.

(Source: Official website)"
4276,The iDOLM@STER Prologue SideM: Episode of Jupiter,['Music'],Prequel story of The iDOLM@STER SideM featuring Jupiter.
4277,The iDOLM@STER SideM,['Music'],"A newly created entertainment agency, 315 Production, specializes in scouting prospective idols who previously held other jobs. Whether they were a former lawyer, surgeon, or pilot, they had a place at the agency. As they grow to understand their new positions, they'll aim to achieve their dreams of becoming top idols!

(Source: The Idolm@ster Wikia)"
4278,The iDOLM@STER,"['Music', 'Comedy', 'Drama']","765 Production Studio manages the unique talents of 13 professional idols as they slowly make their way to the top and become country-wide celebrities. But the girls' journey is far from just fun and games: hard work, sweat, and tears are some of the prerequisites needed to flourish in this industry—and for 765 Pro in particular, a watchful eye out for their rival, the infamous 961 Production.

As the girls' fame grows, however, their time together as a family diminishes, and now the very popularity they sought is threatening to tear them apart. A difficult balance of work and bonding must be achieved, or they risk everyone going their separate ways. The personal and professional ordeals of these idols can't be conquered alone, but with each other's loving support, any obstacle or hardship can be overcome!"
4279,The Kabocha Wine,"['Slice of Life', 'Comedy', 'Romance', 'School']","Transfer student, Aoba Shunsuke, arrived at Sunshine School only to find the premises empty. He was secretly gleeful to be the first to reach the school, oblivious to the fact that it was Foundation Day and a rest day for the institution. At that moment, a big-sized ""L""(Eru) beauty by the name of Natsumi appeared before him and the two of them hit off together even though Shunsuke was so much smaller than her. Shunsuke's mother runs a women's apparel busines but the shop is in need of manpower.

Shunsuke offers to help out at the shop but fumbles a lot because he does not know how to interact with the ladies. Eru decides to step in and help out around the shop and this pleases Shunsuke's mother. This is a romance story that shares the joys and woes of the ""SL"" combi between Shunsuke and Eru.

(Source: ANN)"
4280,The King of Fighters: Destiny,"['Action', 'Adventure', 'Drama', 'Martial Arts', 'Romance']",CG anime adaptation of The King of Fighters fighting game franchise.
4281,The Last: Naruto the Movie,"['Action', 'Super Power', 'Romance', 'Martial Arts', 'Shounen']","Two years have passed since the end of the Fourth Great Ninja War. Konohagakure has remained in a state of peace and harmony—until Sixth Hokage Kakashi Hatake notices the moon is dangerously approaching the Earth, posing the threat of planetary ruin.

Amidst the grave ordeal, the Konoha is invaded by a new evil, Toneri Oosutuski, who suddenly abducts Hinata Hyuuga's little sister Hanabi. Kakashi dispatches a skilled ninja team comprised of Naruto Uzumaki, Sakura Haruno, Shikamaru Nara, Sai, and Hinata in an effort to rescue Hanabi from the diabolical clutches of Toneri. However, during their mission, the team faces several obstacles that challenge them, foiling their efforts.

With her abduction, the relationships the team share with one another are tested, and with the world reaching the brink of destruction, they must race against time to ensure the safety of their planet. Meanwhile, as the battle ensues, Naruto is driven to fight for something greater than he has ever imagined—love."
4282,The Sky Crawlers,"['Drama', 'Military']","In an alternate timeline, the world has seemingly achieved peace. Bereft of international conflicts, wars are now waged between private corporations in place of peaceful nations. Yuuichi Kannami, a recent transfer in Area 262, simply does his job as a contracted fighter pilot. However, the more time he spends at his new base, the more mysteries come to light.

The Sky Crawlers exhibits this reality through the eyes of Kannami as he endeavors to understand the ""Kildren,"" humans genetically altered to be teenagers forever with faster reflexes, and his predecessor, the ace pilot known as ""Teacher."" However, what troubles Kannami the most is how all this connects to the base commander, Suito Kusanagi. Area 262 has the answers, but the truth comes with a price the young pilot may not be ready to pay."
4283,The SoulTaker: Tamashii-gari,"['Demons', 'Horror', 'Supernatural']","Kyousuke Date comes home one night and finds his mother dying in a pool of her own blood. In her final moments, she stabs him in the chest. After a swift recovery, Kyousuke searches for answers regarding his mother's motives, but finds more than he bargained for when he is attacked by two rival organizations: the Hospital and the Kirihara Group.

Kyousuke is surprised to discover that he has a twin sister named Runa, and both groups try to coerce information out of him about her despite his ignorance to her existence. As their assault continues, Kyousuke soon makes another discovery—he has the ability to transform into a terrifying mutant called SoulTaker. With these newfound powers, Kyousuke resolves to crush both organizations, uncover the truth behind his mother's actions, and protect Runa."
4284,The Third: Aoi Hitomi no Shoujo,"['Action', 'Adventure', 'Sci-Fi', 'Seinen']","In the distant future, because of an interplanetary war that had continued on for centuries, civilizations were ruined. Human beings have lost everything, and only 1/5th of the population survived. A strange breed of humans, ''The Third'' is said to have appeared just after the war. They possess a third eye, as their name suggests, that appear as oval-shaped red pupils called ""space eyes'' over their conventional two eyes. Using them, they can control computer systems and so on, and as such, rule the world by their superior power over technology.

In this world, there is a young woman named Honoka; she is a ""jack-of-all-trades"" sellsword, and she accepts any job except murder. One day, she happens to find and rescue a young man named Ikus in the desert. Entering his world, and accepting a job from him, the adventure begins for Honoka and Ikus.

(Source: BestAnime, modified)"
4285,There She Is!!,"['Comedy', 'Romance']","The plot revolves around Doki, a female rabbit, meeting, falling in love with, and chasing Nabi, a male cat, in a world where love between the two species is socially unacceptable. The theme of the short is that all love can be accepted and has a chance. Nabi attempts to cure Doki's infatuation for him, but after seeing the extent of her love, he gives in and finds something he can appreciate in her.

(Source: Wikipedia)"
4286,Thermae Romae x Yoyogi Animation Gakuin Collaboration,"['Comedy', 'Historical', 'Seinen']","Lucius ends up at Yoyogi Animation Academy, where he experiences a guided tour of the academy, learning various aspects of animation along such as moe and after-recording along the way."
4287,"The☆Doraemons: Strange, Sweets, Strange?",['Fantasy'],No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
4288,Tian Bao Fuyao Lu,"['Action', 'Historical', 'Fantasy']","In the twelve years of Tianbao, Kong Hongjun, a handsome young man who is not familiar with the world, left the Yaojin Palace on the Taihang Mountain with three important tasks, and came to Chang'an, which is full of prosperity. Kong Hongjun first entered the Datang Exorcism Division, and the head supervisor was actually Long Wujun general Li Jinglong who had dealt with it not long ago. But he accidentally broke the Chen's heart lamp, and the heart lamp entered Li Jinglong's body. In the light and shadow of the lamp, there are the bright red lights of Pingkangli, the exorcism of the sycamore in the summer sunshine, the vast sky and sand and flying snow, the peaceful singing of Artai. Mo Rigen and Lu Xu picked off early morning leaves, Qiu Yongsi's flying strokes.

(Source: V2Anime)"
4289,Tian Guan Ci Fu,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Drama']","For you, I’ll become invincible!

""Have you heard? The rubbish Heaven Official is having an affair with the ghost realm’s number one bigshot!""

Eight hundred years ago, Xie Lian was the Crown Prince of the Xian Le kingdom; one who was beloved by his citizens and the darling of the world. Unsurprisingly, he ascended to the Heavens at a very young age. Now, eight hundred years later, Xie Lian ascends to the Heavens for the third time as the laughing stock of all three realms. On his first task as a god, he meets a mysterious demon who rules the ghosts and terrifies the Heavens……yet unbeknownst to Xie Lian, this demon king has been paying attention to him for a very, very long time.

(Source: Sakhyulations)"
4290,Tibet Inu Monogatari,['Adventure'],"After the death of his mother, Tenzin decided to leave town to live with his father in the Tibetan grasslands. Life is tough at first, until one day the young man witnesses a fight between Tibetan guard dogs and a dog with golden hairs outside the pack."
4291,Tide-Line Blue,"['Action', 'Military', 'Adventure', 'Drama', 'Shounen']","The catastrophe, ""Hammer of Eden,"" resulted in the loss of six billion lives and the flooding of 90% of the land. The New United Nations were formed to pursue peace on the ruined lands 14 years later. Keel is a boy living in a town called Yabitsu, an area which prospered due to the energy from the nuclear generator brought by the catastrophe. His next kin, Aoi, is the secretary general of the New United Nations. She views the catastrophe as an opportunity to create a new world in which nations can help one another overcome differences in races and religions. However, her efforts to realise that vision fail because of the unwillingness of the nations to change. Gould, a military officer, feels that the only way to make an order is through the military. Using Ulysses, a nuclear submarine, along with his crew, including Keel's brother Tean, Gould carries out a coup to declare war against the New United Nations in his attack on Yabitsu.

(Source: ANN)"
4292,Tiger & Bunny Movie 2: The Rising,"['Action', 'Mystery', 'Comedy', 'Super Power']","The film will revolve around a mystery that happens on the day of the ""Justice Day"" festival that celebrates Sternbild's legendary goddess.

(Source: ANN)"
4293,Tiger Mask W,"['Action', 'Sports', 'Drama', 'Shounen']","Two young wrestlers face each other in a recently revived underground wrestling organization, the Tiger's Lair, which destroyed the wrestling dojo they grew up in. One took over the training facilities of Naoto Date at the foot of Mount Fuji, as well as the mask he left behind. The other dared to enter the Tiger's Lair and won a fierce competition, receiving a jet-black tiger mask. One tiger walks the path of light, while the other walks the path of shadows. Neither one knows the other's face. On the ring, they are natural enemies, but they have the same purpose—destroy the Tiger's Lair!

(Source: MAL News)"
4294,Tiger Mask,"['Action', 'Drama', 'Shounen', 'Sports']","Tiger Mask (whose real name was Naoto Date) was a feared heel wrestler in America who was extremely vicious in the ring. However, he became a face after returning to Japan when a young boy said that he wanted to be a villain like Tiger Mask when he grew up. The boy resided in an orphanage, the same one that Tiger Mask grew up in during his childhood. Feeling that he did not want the boy to idolize a villain, Tiger was inspired to be a heroic wrestler.

The main antagonist in the manga and anime was Tigers' Den, a mysterious organization that trained young people to be villainous heel wrestlers on the condition that they gave half of their earnings to the organization. Tiger Mask was once a member of Tigers' Den under the name ""Yellow Devil"", but no longer wanted anything to do with them, instead donating his money to the orphanage. This infuriated the leader of the organization and he sent numerous assassins, including other professional wrestlers, to punish him.

(Source: Wikipedia)"
4295,Tight-rope,"['Romance', 'Shounen Ai']","Tightrope tells the tale of the reluctant heir of a yakuza family and his childhood friend, and follows their love relationship that started budding in their school days and keeps developing slowly but surely.

(Source: Simona's BL Research Lab)"
4296,Time Bokan Series: Yatterman,"['Adventure', 'Comedy', 'Mecha']","A mysterious gem called the ""Skull Stone"" is said to be able to reveal the location of the largest vein of gold in the world. This legend has entranced many people who wanted to get their hands on fame, power and wealth, including the trio of villains in this show: the ""Dorombo Gang."" However, their hunt for the Skull Stone is not as easy as they imagined, mainly due to the faulty information they receive from their leader, and most of all, by a justical duo of pursuers called the ""Yatterman""!

(Source: Wikipedia)"
4297,Time Bokan,"['Adventure', 'Comedy', 'Mecha']","Dr. Kieta, the inventor of a time-travel machine, is lost on a test run of his machine to the prehistoric past. When the time-space craft returns to the present, his young assistants are surprised to find only a parrot in the cockpit. In their hurry to find the missing scientist before it is too late, the youngsters set out on a time-space hunt without any clear destination.

(Source: Official Site)"
4298,To Be Hero,['Comedy'],"For Uncle, a lecherous but handsome toilet designer, it is just an ordinary day of neglecting his duties as a single parent to hit on women and talk about his ""superpower"": his ability to tell a lady's hip size at a glance. But when he is sucked down into a toilet, the Space Peace Republic Alliance Hero Committee gives him real superpowers, and he becomes the hero of Earth. There is only one problem–-he has become an ugly, unrecognizable fatty who is unable to reveal his real identity.

Uncle's beloved daughter Min-chan does not believe that such a vulgar fatty could be her father, and casts him out of his own home. Distraught and homeless, he joins up with his perverted neighbor Yamada-san, a small man with a fondness for streaking, and sets out to convince Min-chan that he is her father.

Full of sexual innuendo and slapstick humor, To Be Hero follows Uncle as he befriends bizarre allies and combats even more bizarre foes, fighting for the future of earth against aliens and—more importantly—his future with his daughter."
4299,To Heart 2 AD Plus,['Romance'],"Volume 1
Silfa the robot maid is currently working at Takaaki's house. However, she seems to have a little trouble with her duties as part of it involves going out in public to buy groceries, and she's a bit ""shy"" in a sense. But when it comes to Haruka Yuzuhara's special curry, she'll do what she has to in order to make this special dish for Takaaki. And that includes some competition from Milfa (Harumi).

Volume 2
Involves summer, swimsuits and photography.

(Source: AniDB)"
4300,To Heart 2 Adnext,"['Comedy', 'Harem', 'Romance']","The first and the second volume will feature Komaki Manaka and Kusakabe Yuuki, respectively."
4301,To Heart 2,"['Comedy', 'Drama', 'Harem', 'Romance', 'School', 'Slice of Life']","Following her graduation from middle school, Konomi Yuzuhara enters the same high school as Takaaki Kono, her childhood friend. As the new school year begins, they meet their childhood friend Tamaki Kosaka, as well as many new accquaintances. Unbeknownst to the group, their encounters with each other will soon lead to many memorable adventures.

(Source: ANN)"
4302,To Heart: Remember My Memories,"['Drama', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Slice of Life']","Time flies by; Hiroyuki and Akari are 12th-graders now. Both of them and their friends have grown up gradually in someway, physically or mentally, but one of their best friends is missing: the lifelike android Multi. To their surprise, Multi is brought to their campus again without notice, yet she is no longer the same Multi they have known.

(Source: ANN)"
4303,To Heart,"['Drama', 'Harem', 'Romance', 'School', 'Slice of Life']","For as long as Akari can remember, she and Hiroyuki have always been friends. But with time, everything changes, and her feelings have turned into something more. As a new semester of high school begins, will the two childhood friends come closer together or drift further apart? Join Hiroyuki, Akari and all their friends—the bubbly Shiho, the quiet Serika, the lovely Kotone, and more—in this heartwarming tale of love, relationships and friendship!

(Source: RightStuf)"
4304,To LOVE-Ru Darkness 2nd,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Shounen']","The dispassionate, transforming assassin Golden Darkness returns to peer deeper into the mysteries surrounding her new life, while a sinister Nemesis manipulates her younger sister Mea from the shadows. Along with their newly discovered mother, Tearju, this previously estranged family quickly becomes the center of everyone's attention. On the other hand, Princess Momo's Harem Plan stands on shaky ground amidst Rito's inability to confess to his longtime crush Haruna, who has grown feelings of her own.

But things aren't as peaceful as they seem; an evil force looms amidst the innocuous commotion, threatening to eclipse the love, happiness, and friendship of Rito and his harem. Only the light of love can hope to banish the shadow."
4305,To LOVE-Ru Darkness OVA,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']","Bundled with the 5th, 6th, 8th, 9th, 12th and 13th limited-edition volume of the manga."
4306,To LOVE-Ru Darkness,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Shounen']","As close encounters of the twisted kind between the residents of the planet Develuke (represented primarily by the female members of the royal family) and the inhabitants of Earth (represented mainly by one very exhausted Rito Yuki) continue to escalate, the situation spirals even further out of control. When junior princesses Nana and Momo transferred into Earth School where big sister LaLa can (theoretically) keep an eye on them, things SHOULD be smooth sailing. But when Momo decides she'd like to ""supplement"" Rito's relationship with LaLa with a little ""sisterly love,"" you know LaLa's not going to waste any time splitting harems. Unfortunately, it's just about that point that Yami, the Golden Darkness, enters the scene with all the subtleness of a supernova, along with an army of possessed high school students! All of which is certain to make Rito's life suck more than a black hole at the family picnic. Unless, of course, a certain semi-demonic princess can apply a little of her Develukean Whoop Ass to exactly that portion of certain other heavenly bodies!

(Source: Sentai Filmworks)"
4307,To LOVE-Ru: Multiplication - Mae kara Ushiro kara,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Shounen']",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.
4308,To LOVE-Ru,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']","Timid 16-year-old Rito Yuuki has yet to profess his love to Haruna Sairenji—a classmate and object of his infatuation since junior high. Sadly, his situation becomes even more challenging when one night, a mysterious, stark-naked girl crash-lands right on top of a bathing Rito.

To add to the confusion, Rito discovers that the girl, Lala Satalin Deviluke, is the crown princess of an alien empire and has run away from her home. Despite her position as the heiress to the most dominant power in the entire galaxy, Lala is surprisingly more than willing to marry the decidedly average Rito in order to avoid an unwanted political marriage.

To LOVE-Ru depicts Rito's daily struggles with the bizarre chaos that begins upon the arrival of Lala. With an evergrowing legion of swooning beauties that continuously foil his attempted confessions to Haruna, To LOVE-Ru is a romantic comedy full of slapstick humor, sexy girls, and outlandishly lewd moments that defy the laws of physics."
4309,TO,"['Action', 'Sci-Fi', 'Space', 'Drama', 'Seinen']","Elliptical Orbit:
Fifteen years after its last contact with our world, a space freighter known as the Flying Dutchman requests permission to dock at a remote moon base. This mysterious ship carries liquid protons: a power source essential to the survival of Earth’s population. But before the precious cargo can be delivered, the base is ambushed by galactic terrorists who seek to destroy the new form of energy and issue a death sentence to all of humanity.


Symbiotic Planet:
Against a backdrop of intergalactic colonization and bizarre alien life forms, Aon and Elena – star-crossed lovers from rival countries competing for valuable natural resources – struggle to build a life together despite the objections of their superiors. Their budding romance is thwarted by an outbreak of alien fungus and the interference of a cutthroat militaristic madman. To survive, the young couple must maintain their faith in each other and learn to trust the unique creatures which inhabit this strange and wondrous new world.

(Source: Funimation)"
4310,Toaru Hikuushi e no Koiuta,"['Adventure', 'Drama', 'Romance']","In order to uncover the ""end of the sky,"" as spoken of in ancient mythology, Kal-el Albus is sent to Isla, an island in the sky. There he attends Cadoques High's Aerial Division, where he enjoys a carefree life with his schoolmates. That is...until a surprise attack by the air tribe drags Isla into a bloody war.

(Source: NIS America)"
4311,Toaru Hikuushi e no Tsuioku,"['Adventure', 'Military', 'Romance']","The war between the Levamme Empire and the Amatsukami Imperium has been raging for years. In the midst of this struggle, the prince of the Levamme Empire declares his love for Juana del Moral and vows to end the war in one year, as part of his marriage proposal. When the Amatsukami catch wind of this, they assault the del Moral residence, targeting Juana's life. As a last ditch effort to bring the prince his bride, the San Maltilia Airforce hires a mercenary of mixed blood—a bestado—to fly Juana to the Levamme capital in secret. The pilot, Charles, accepts the mission...but traversing an ocean alone, into enemy territory, proves a much more dangerous ordeal than anyone could have anticipated.

(Source: NIS America)"
4312,Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki,"['Super Power', 'Supernatural']",Special included on the first Blu-ray/DVD volume of Toaru Kagaku no Accelerator.
4313,Toaru Kagaku no Accelerator,"['Super Power', 'Supernatural', 'Fantasy', 'School']","Academy City stands at the forefront of scientific and technological progress, best known for their development of espers: those capable of wielding superhuman abilities that alter the rules of reality. The most powerful among them are the Level 5s, and the one known as Accelerator reigns supreme, even after being weakened by a severe brain injury. By his side is the young girl known as Last Order, whom despite his cold demeanor, he holds closely and vows to protect at all costs.

Though Accelerator may be recovering from his injury, the dark side of Academy City never rests, and so he finds himself unwillingly caught up in the midst of a new conflict. When a mysterious young woman approaches Accelerator in pursuit of Last Order, the highest-ranked esper is confronted by a venomous organization that has taken root in Anti-Skill, Academy City's peacekeeping organization. With dangerous forces on the move that threaten to put Last Order and her sisters at risk, the self-proclaimed villain prepares to step into the darkness once again."
4314,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,"['Action', 'Sci-Fi', 'Super Power']","Continuing after the Level Upper incident, another phenomenon torments Misaka. A phenomenon called ""Someone's Watching,"" its effect feels like the electricity in one's body flow backwards. With the help of her friends, Misaka fights against the unknown enemy."
4315,Toaru Kagaku no Railgun: Motto Marutto Railgun,['Comedy'],Toaru Kagaku no Railgun specials that were released on the 1st and 5th Blu-ray and DVD volumes.
4316,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,['Comedy'],Bundled with the official visual book.
4317,Toaru Kagaku no Railgun S: Motto Marutto Railgun,['Comedy'],Toaru Kagaku no Railgun S specials that were released on Blu-ray and DVD volumes.
4318,Toaru Kagaku no Railgun S,"['Action', 'Sci-Fi', 'Super Power']","Mikoto Misaka and her friends are back, investigating rumors across Academy City. Soon, Mikoto discovers something terrifying: horrific experiments are taking place throughout the city, involving the murder of thousands of espers. Moreover, these espers are far from just ordinary people: they are clones of Mikoto herself. Feeling responsible for their treatment, she sets off to put an end to the experiments; however, the forces opposing her are much more dangerous than she anticipated, and Mikoto finds herself up against some of the most powerful espers imaginable.

Toaru Kagaku no Railgun S continues the story of the Railgun as she desperately fights to put an end to the inhuman experiments that she believes she helped cause, her life dragged deep into despair in the process. There's never a dull moment in Academy City, but no one ever said all of them would be pleasant."
4319,Toaru Kagaku no Railgun T: Motto Marutto Railgun,['Comedy'],Toaru Kagaku no Railgun T specials that were released on Blu-ray and DVD volumes.
4320,Toaru Kagaku no Railgun T,"['Action', 'Sci-Fi', 'Super Power']","The Daihasei Festival has begun, and that of course means that Tokiwadai Middle School—a prestigious all-girls' middle school—is competing too. Despite the participation of the ""Ace of Tokiwadai,"" Mikoto Misaka, the other students who are participating are still putting their utmost effort into winning, no matter how impossible the feat may seem against her might.

However, not all is fun and games. Due to the the festival, Academy City opens to the outside world, and various factions have begun plotting ways to infiltrate the city. Misaka appears to be on their radar, and as the festival proceeds, people lurking from the shadows begin to emerge...

Toaru Kagaku no Railgun T brings back the Tokiwadai Ace and her friends as they dive deeper into the dark side of Academy City. From terrorist attacks to ruthless underground projects, anything is possible in this city."
4321,Toaru Kagaku no Railgun,"['Action', 'Sci-Fi', 'Super Power']","The student-filled Academy City is at the forefront of scientific advancement and home to the esper development program. The seven ""Level 5"" espers are the most powerful in Academy City, and ranked third among them is middle schooler Mikoto Misaka, an electricity manipulator known as ""The Railgun.""

When strange incidents begin occurring throughout the city, she finds each crime to be connected to the elusive ""Level Upper,"" a legendary device that allegedly increases the esper level of its user. As the situation escalates, it becomes apparent that there is more to the Level Upper than meets the eye, and that Academy City may be a far more twisted place than the glamorous utopia it appears to be.

Toaru Kagaku no Railgun focuses on Mikoto and her friends—and the dangerous situations they find themselves in—as they get caught up in the matter of the Level Upper. As Mikoto says, ""There's never a dull moment in this city."""
4322,Toaru Majutsu no Index 10th Anniversary PV,"['Action', 'Comedy', 'Magic', 'Sci-Fi', 'Super Power']","To celebrate the ten years of Kazuma Kamachi's professional career as a writer, Dengeki released a video showing the main cast of Kamachi's works as they gather for the 10th anniversary event.

(Source: Toaru Majutsu no Index Wiki)"
4323,Toaru Majutsu no Index II,"['Action', 'Magic', 'Sci-Fi', 'Super Power']","As tensions between the world of magic and Academy City continues to rise, Touma Kamijou and his hand of negation must face off against both esper and magician in order to protect the lives of those around him. Of course, he is not alone in his fight; whether by his side or out of sight, allies and enemies both old and new will enter the fray to help him.

Toaru Majutsu no Index II continues the story of action and comedy, as the scale of Touma and his allies' battle grows ever larger. A conflict is slowly brewing on the horizon, and magic and science will cross paths once again in the war to come."
4324,Toaru Majutsu no Index Movie: Endymion no Kiseki,"['Action', 'Magic', 'Sci-Fi', 'Super Power']","In the scientifically advanced Academy City, a miracle is about to occur: the completion of the world's first space elevator, ""Endymion."" Meanwhile, a certain high school student, Touma Kamijou, and his companion Index are going about their daily lives when they encounter and befriend Arisa Meigo, a cheerful and ambitious singer. When strange occurrences begin taking place throughout the city, they lead to the discovery of an intricate plot surrounding Arisa and Endymion. Things only get more complicated when the Stiyl Magnus appears, signifying that the magical world is somehow involved too..."
4325,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,"['Action', 'Magic', 'Sci-Fi', 'Super Power']",Bonus animation featuring Index-tan included with the BD special edition of the Toaru Majutsu no Index: Endymion no Kiseki movie.
4326,Toaru Majutsu no Index,"['Action', 'Magic', 'Sci-Fi', 'Super Power']","Academy City, Japan, is at the forefront of science. Besides being 30 years ahead of the world technologically, more than three-fourths of this peculiar city's population consists of students developing their psychic abilities as espers in various institutions. Among these students is Touma Kamijou, a high school boy with the lowest psychic rank of zero, but with a mysterious power no scientist can understand: ""Imagine Breaker,"" which allows him to negate other supernatural abilities.

This, however, doesn't affect Kamijou's life in the least as he plays his role as a regular teenager; that is, until he meets the strange Index Librorum Prohibitorum, a young girl who has memorized the entirety of the forbidden grimoires, and now a dangerous organization is hunting Index down. With several magicians looking to harm the girl, Kamijou will defend his new companion at all costs as he discovers a strange new realm of the supernatural."
4327,Tobe! Isami,"['Action', 'Adventure', 'Comedy', 'Romance', 'Shounen']","Isami Hanaoka is just a fifth grader who happens to be a descendant of the Shinsengumi. Together with fellow descendants and classmates Soushi Yukimi and Toshi Tsukikage, she discovers in the basement of her home, strange artifacts left behind by their ancestors as well as a message urging them to ""Fight the evil Kurotengu organization.""

(Source: ANN)"
4328,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,"['Music', 'Slice of Life', 'School', 'Shoujo']","The 2nd PriPara film, unlike the first this shown in stereoscopic 3D."
4329,Toji no Miko: Kizamishi Issen no Tomoshibi OVA,"['Action', 'Fantasy']","Since ancient times, shrine maidens who wield swords have been exorcising ""aratama,"" strange existences that threaten the human world. These young women who wear school uniforms and a sword are called ""Toji,"" and they serve as an official unit within the police force as a ""special religious service police squad."" The government authorizes the Toji to wear swords and serve as government officials, and the government has set up five schools throughout the country for the girls to attend. In the spring, the five schools send their best Toji to compete in a tournament. As the tournament comes closer, all of the representatives rigorously train themselves in order to get stronger and improve their skills.

(Source: ANN)"
4330,Toji no Miko,"['Action', 'Fantasy']","Throughout history, an elite group of shrine maidens known as ""Toji"" have saved the world from ""Aratama,"" strange and malevolent beings bent on destroying humanity. In modern times, these warriors have been assigned to a special police squad to exterminate Aratama. The government has also set up five elite schools across the country to provide young girls the necessary sword fighting skills to eradicate these monsters and eventually join their fellow Toji in protecting the world.

A student of one of those five schools, Kanami Etou is chosen to represent Minoseki Academy in a sword fighting tournament, where she meets the mysterious Hiyori Juujou. Although Kanami and Hiyori rise to the top of the tournament, their battle takes an unexpected turn, throwing the world of the Toji into chaos. Likely that the Toji are facing betrayal from within, the two are forced to flee the tournament, clashing with former comrades on the way."
4331,Toki wa Meguru: Tokyo Station,['Slice of Life'],"Misaki, a 25-year-old woman who is soon to be married, finds an old photo taken at Tokyo Station and an old, broken pocket watch from her late father. Her father worked at Tokyo Station during his life and was a very strict man in her memory, but she saw his smile from the old photo that she's never seen before. Misaki, in attempt to have the old pocket watch repaired, discovers that a watch store existed in Tokyo Station in the past."
4332,Toki wo Kakeru Shoujo,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']","Makoto Konno is in her last year of high school, but is having a hard time deciding what to do with her future. In between enduring the pressure of her teachers and killing time with her best friends, Makoto's life suddenly changes when she accidentally discovers that she is capable of literally leaping through time.

Toki wo Kakeru Shoujo follows Makoto as she plays around with her newfound power. However, she soon learns the hard way that every choice has a consequence, and time is a lot more complicated than it may seem."
4333,Tokimeki Memorial: Only Love,"['Comedy', 'Harem', 'Romance', 'School']","Aoba Riku has just transferred to a new high school because of his father's job, and things aren't quite what he expected. The headmaster's secretary controls the school while espousing the virtues of academic freedom, the teachers are even stranger than normal teachers, and half the student body is walking around with animal ears on. On his very first day, Riku is unfortunate enough to find himself at the center of the student council's latest event, which has him running for his life. All this on top of the normal high school rigour of popularity contests, crushes, and homework makes it unsure whether Riku will be able to survive this new school.

(Source: ANN)"
4334,Tokimeki Tonight,"['Comedy', 'Fantasy', 'Romance', 'Shoujo', 'Vampire']","The main character, Ranze, is a junior high girl with troubles: her father is a vampire and her mother is a werewolf. Ranze has yet to manifest her supernatural powers, and her parents are beginning to get worried she might be normal. So begins the fantasy romantic comedy story.

(Source: ANN)"
